Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Salary
Jahmi'us Ramsey,SG,20,SAC,7,0,46,5,14,.357,1,6,.167,4,8,.500,.393,2,4,.500,0,0,0,2,0,1,0,3,13,4.3,.412,.429,.286,0.0,0.0,0.0,5.9,0.0,1.8,0.0,14.5,0.0,0.0,0.0,0.0,-0.039,0.0,-4.5,-4.1,-8.6,-0.1,1517981.0
Julius Randle,PF,27,NYK,25,25,881,180,419,.430,44,132,.333,136,287,.474,.482,91,120,.758,45,201,246,131,18,18,82,70,495,17.7,.525,.315,.286,5.4,24.5,14.9,25.0,1.0,1.9,14.8,27.5,0.0,0.7,0.8,1.5,.084,0.0,1.4,-0.4,1.0,0.7,19800000.0
Austin Reaves,SG,23,LAL,14,0,250,24,51,.471,9,30,.300,15,21,.714,.559,9,11,.818,4,22,26,13,3,2,10,24,66,7.1,.591,.588,.216,1.7,9.2,5.5,6.9,0.6,0.7,15.2,11.2,0.0,0.1,0.1,0.3,.050,0.0,-4.0,-1.8,-5.8,-0.2,925258.0
Cam Reddish,SF,22,ATL,21,0,472,83,201,.413,34,89,.382,49,112,.438,.498,41,46,.891,18,41,59,19,23,4,28,30,241,14.0,.545,.443,.229,4.2,9.1,6.7,5.9,2.4,0.8,11.2,23.1,0.0,0.3,0.3,0.6,.060,0.0,-0.6,-1.3,-1.9,0.0,4670160.0
Paul Reed,C,22,PHI,14,2,137,18,35,.514,0,3,.000,18,32,.563,.514,0,0,0.0,16,22,38,8,9,9,6,21,36,15.9,.514,.086,.000,12.9,17.6,15.3,8.6,3.3,5.9,14.6,13.5,0.0,0.1,0.2,0.4,.129,0.0,-2.4,0.7,-1.7,0.0,1517981.0
Naz Reid,C,22,MIN,23,1,380,78,164,.476,21,58,.362,57,106,.538,.540,34,48,.708,32,52,84,17,13,22,18,56,211,18.8,.570,.354,.293,8.3,15.0,11.5,7.4,1.7,5.6,8.9,22.2,0.0,0.7,0.5,1.2,.152,0.0,0.8,0.2,1.0,0.3,1782621.0
Nick Richards,C,24,CHO,22,4,209,34,49,.694,0,0,0.0,34,49,.694,.694,15,18,.833,21,27,48,7,4,13,13,34,83,16.8,.729,.000,.367,10.3,14.3,12.2,4.7,0.9,5.9,18.6,14.2,0.0,0.5,0.1,0.6,.140,0.0,-1.7,-0.5,-2.2,0.0,1517981.0
Josh Richardson,SG,28,BOS,20,0,488,71,153,.464,23,65,.354,48,88,.545,.539,28,34,.824,13,43,56,26,12,9,14,37,193,12.8,.575,.425,.222,2.8,9.5,6.2,8.1,1.2,1.8,7.7,16.4,0.0,0.7,0.4,1.1,.106,0.0,-0.7,-0.5,-1.2,0.1,11600000.0
Austin Rivers,SG,29,DEN,18,3,314,27,78,.346,13,48,.271,14,30,.467,.429,3,6,.500,7,19,26,14,9,2,10,22,70,4.7,.434,.615,.077,2.5,6.7,4.6,6.0,1.4,0.6,11.0,13.0,0.0,-0.3,0.2,-0.1,-0.013,0.0,-5.3,-0.9,-6.3,-0.3,2401537.0
Duncan Robinson,SG,27,MIA,26,26,725,97,264,.367,74,222,.333,23,42,.548,.508,11,15,.733,8,81,89,35,20,6,22,73,279,9.0,.516,.841,.057,1.3,12.3,6.9,7.1,1.4,0.9,7.5,17.9,0.0,0.1,0.7,0.8,.055,0.0,-1.4,-0.4,-1.8,0.0,15560000.0
Mitchell Robinson,C,23,NYK,22,20,550,61,81,.753,0,0,0.0,61,81,.753,.753,30,48,.625,70,100,170,15,10,39,13,60,152,18.5,.744,.000,.593,13.5,19.5,16.5,4.0,0.9,6.6,11.3,9.2,0.0,1.7,0.6,2.3,.201,0.0,0.0,0.2,0.2,0.3,1802057.0
Jeremiah Robinson-Earl,C,21,OKC,24,17,522,62,148,.419,24,72,.333,38,76,.500,.500,14,21,.667,41,99,140,21,13,7,20,36,162,11.6,.515,.486,.142,7.9,19.7,13.7,6.3,1.2,1.3,11.3,14.7,0.0,0.2,0.5,0.7,.063,0.0,-2.0,-1.4,-3.4,-0.2,2000000.0
Isaiah Roby,PF,23,OKC,12,1,160,31,59,.525,5,15,.333,26,44,.591,.568,14,17,.824,12,21,33,10,3,5,8,15,81,18.4,.609,.254,.288,7.5,13.6,10.5,11.1,0.9,3.0,10.7,20.1,0.0,0.3,0.1,0.5,.138,0.0,0.6,-1.2,-0.6,0.1,1782621.0
Rajon Rondo,PG,35,LAL,14,0,208,20,63,.317,7,25,.280,13,38,.342,.373,0,0,0.0,8,26,34,50,11,3,23,20,47,7.8,.373,.397,.000,4.1,13.0,8.6,31.7,2.5,1.3,26.7,17.6,0.0,-0.4,0.2,-0.1,-0.032,0.0,-4.5,-0.7,-5.2,-0.2,2641691.0
Rajon Rondo,PG,35,LAL,14,0,208,20,63,.317,7,25,.280,13,38,.342,.373,0,0,0.0,8,26,34,50,11,3,23,20,47,7.8,.373,.397,.000,4.1,13.0,8.6,31.7,2.5,1.3,26.7,17.6,0.0,-0.4,0.2,-0.1,-0.032,0.0,-4.5,-0.7,-5.2,-0.2,2641691.0
Derrick Rose,PG,33,NYK,22,1,520,104,230,.452,31,78,.397,73,152,.480,.520,28,29,.966,18,47,65,85,18,12,32,13,267,18.9,.550,.339,.126,3.7,9.7,6.7,27.3,1.7,2.2,11.6,23.2,0.0,1.0,0.3,1.3,.119,0.0,3.1,-0.9,2.3,0.6,13445120.0
Terrence Ross,SG,30,ORL,25,0,624,89,225,.396,35,116,.302,54,109,.495,.473,42,52,.808,6,48,54,51,12,4,38,30,255,9.2,.514,.516,.231,1.0,8.2,4.6,12.9,0.9,0.6,13.3,19.6,0.0,-0.2,0.0,-0.1,-0.010,0.0,-2.6,-2.8,-5.4,-0.5,12500000.0
Terry Rozier,SG,27,CHO,19,19,626,124,289,.429,49,140,.350,75,149,.503,.514,40,46,.870,12,55,67,68,25,10,26,26,337,16.4,.545,.484,.159,2.0,9.7,5.7,16.0,1.9,1.5,7.8,22.7,0.0,0.9,0.2,1.0,.080,0.0,1.5,-1.1,0.4,0.4,17905263.0
Ricky Rubio,PG,31,CLE,26,5,752,114,316,.361,47,136,.346,67,180,.372,.435,69,81,.852,11,94,105,164,30,4,69,57,344,13.6,.489,.430,.256,1.6,13.4,7.6,33.3,2.0,0.5,16.4,24.5,0.0,0.2,1.0,1.2,.077,0.0,-0.7,-0.4,-1.1,0.2,17809524.0
D'Angelo Russell,PG,25,MIN,21,21,686,138,361,.382,60,186,.323,78,175,.446,.465,63,76,.829,10,71,81,135,18,16,56,46,399,16.0,.506,.515,.211,1.4,11.4,6.1,32.4,1.3,2.3,12.4,27.3,0.0,0.7,0.5,1.2,.086,0.0,2.0,-1.0,1.0,0.5,30013500.0
Domantas Sabonis,C,25,IND,27,26,920,185,319,.580,21,70,.300,164,249,.659,.613,94,124,.758,88,235,323,111,30,10,82,90,485,22.2,.649,.219,.389,10.7,27.6,19.3,18.8,1.6,0.9,18.0,21.6,0.0,2.6,1.3,3.8,.199,0.0,3.0,0.8,3.8,1.3,18562500.0
Tomáš Satoranský,SG,30,NOP,22,3,328,23,66,.348,3,14,.214,20,52,.385,.371,12,16,.750,13,31,44,43,7,0,16,28,61,6.3,.418,.212,.242,4.2,10.6,7.3,18.0,1.1,0.0,18.0,11.6,0.0,-0.1,0.0,-0.1,-0.008,0.0,-5.3,-1.6,-6.9,-0.4,10000000.0
Dennis Schröder,SG,28,BOS,25,16,836,158,356,.444,41,118,.347,117,238,.492,.501,83,93,.892,17,74,91,125,24,1,64,59,440,15.5,.554,.331,.261,2.2,9.6,5.8,24.4,1.4,0.1,13.9,24.2,0.0,1.0,0.6,1.7,.095,0.0,-0.1,-1.6,-1.8,0.0,5890000.0
Wayne Selden,SG,27,NYK,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018,0.0,-8.5,-3.0,-11.6,0.0,1729217.0
Alperen Şengün,C,19,HOU,23,2,409,65,134,.485,10,28,.357,55,106,.519,.522,56,79,.709,32,70,102,59,25,14,40,68,196,18.1,.581,.209,.590,8.4,18.0,13.3,22.9,2.9,3.2,19.2,21.6,0.0,0.6,0.6,1.2,.141,0.0,-0.6,1.9,1.3,0.3,3214680.0
Collin Sexton,SG,23,CLE,11,11,316,68,151,.450,11,45,.244,57,106,.538,.487,29,39,.744,13,23,36,23,10,0,31,25,176,11.8,.523,.298,.258,4.6,7.8,6.2,12.3,1.6,0.0,15.6,27.6,0.0,-0.2,0.3,0.1,.016,0.0,-3.0,-2.0,-5.1,-0.2,6349671.0
Landry Shamet,SG,24,PHO,23,3,455,56,149,.376,42,104,.404,14,45,.311,.517,25,30,.833,5,52,57,39,6,2,12,26,179,11.2,.552,.698,.201,1.2,11.7,6.6,11.3,0.6,0.4,6.9,16.6,0.0,0.5,0.5,1.0,.103,0.0,0.0,-1.1,-1.0,0.1,3768342.0
Day'Ron Sharpe,PF,20,BRK,8,0,36,9,17,.529,1,3,.333,8,14,.571,.559,2,5,.400,8,9,17,0,2,2,6,4,21,19.3,.547,.176,.294,24.6,25.4,25.0,0.0,2.7,5.0,23.8,30.8,0.0,-0.1,0.1,0.0,.031,0.0,-2.6,-2.0,-4.6,0.0,2009040.0
Pascal Siakam,PF,27,TOR,14,14,472,102,212,.481,18,50,.360,84,162,.519,.524,49,66,.742,28,75,103,53,9,11,33,47,271,19.1,.562,.236,.311,6.1,18.4,11.9,18.5,1.0,2.3,12.0,24.9,0.0,0.9,0.4,1.3,.131,0.0,2.2,-0.7,1.4,0.4,31320000.0
Marko Simonovic,C,22,CHI,2,0,8,0,1,.000,0,1,.000,0,0,0.0,.000,1,2,.500,0,1,1,0,0,0,1,0,1,-7.0,.266,1.000,2.000,0.0,13.7,6.8,0.0,0.0,0.0,34.7,15.8,0.0,0.0,0.0,0.0,-0.249,0.0,-13.7,-4.2,-17.9,0.0,925258.0
Anfernee Simons,SG,22,POR,22,3,505,100,218,.459,45,118,.381,55,100,.550,.562,18,19,.947,11,47,58,48,10,4,25,35,263,15.2,.581,.541,.087,2.4,10.4,6.3,15.1,1.0,0.8,9.9,21.7,0.0,0.8,0.1,0.8,.080,0.0,1.3,-2.0,-0.7,0.2,3938818.0
Marcus Smart,PG,27,BOS,25,25,862,100,251,.398,35,120,.292,65,131,.496,.468,48,62,.774,14,84,98,139,55,7,51,61,283,13.0,.508,.478,.247,1.7,10.5,6.1,23.5,3.2,0.8,15.5,16.8,0.0,0.5,1.1,1.6,.089,0.0,-2.2,1.5,-0.7,0.3,14339285.0
Dennis Smith Jr.,PG,24,POR,15,3,274,34,80,.425,5,18,.278,29,62,.468,.456,19,27,.704,6,30,36,50,21,6,27,22,92,13.2,.501,.225,.338,2.4,12.2,7.2,25.9,3.8,2.1,22.7,18.9,0.0,-0.1,0.3,0.2,.034,0.0,-2.5,1.3,-1.2,0.1,1789256.0
Ish Smith,PG,33,CHO,18,1,245,40,96,.417,3,6,.500,37,90,.411,.432,3,8,.375,2,21,23,44,8,4,16,13,86,9.6,.432,.063,.083,0.8,9.5,5.0,25.1,1.6,1.5,13.9,19.9,0.0,-0.2,0.0,-0.2,-0.035,0.0,-3.8,-2.3,-6.1,-0.3,4500000.0
Jalen Smith,PF,21,PHO,7,0,36,7,14,.500,0,2,.000,7,12,.583,.500,6,7,.857,4,11,15,0,1,1,1,3,20,21.8,.585,.143,.500,12.0,31.2,21.9,0.0,1.3,2.4,5.5,21.7,0.0,0.1,0.1,0.2,.229,0.0,1.2,-1.2,0.0,0.0,4458000.0
Tony Snell,SG,30,POR,20,3,243,13,43,.302,9,33,.273,4,10,.400,.407,1,1,1.000,2,26,28,12,4,3,4,17,36,3.9,.414,.767,.023,0.9,12.0,6.3,6.4,0.8,1.2,8.4,8.5,0.0,-0.1,0.0,-0.1,-0.012,0.0,-4.3,-1.0,-5.3,-0.2,2389641.0
Jaden Springer,SG,19,PHI,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011,0.0,-5.9,-4.5,-10.4,0.0,2023800.0
Lamar Stevens,PF,24,CLE,16,0,163,18,47,.383,6,16,.375,12,31,.387,.447,4,7,.571,10,15,25,5,4,4,6,20,46,7.1,.459,.340,.149,6.8,9.8,8.4,4.4,1.2,2.2,10.7,15.1,0.0,-0.1,0.2,0.1,.039,0.0,-4.5,0.0,-4.5,-0.1,1517981.0
Isaiah Stewart,C,20,DET,22,22,560,75,134,.560,1,11,.091,74,123,.602,.563,17,25,.680,55,123,178,26,9,27,24,57,168,14.6,.579,.082,.187,10.0,25.9,17.3,7.7,0.8,4.4,14.2,13.0,0.0,0.6,0.6,1.2,.105,0.0,-2.5,-0.4,-2.9,-0.1,3277080.0
Max Strus,SF,25,MIA,19,0,384,57,124,.460,38,91,.418,19,33,.576,.613,13,18,.722,5,52,57,15,8,2,12,28,165,12.9,.625,.734,.145,1.5,15.0,8.3,5.9,1.0,0.6,8.3,16.6,0.0,0.6,0.4,0.9,.117,0.0,0.7,-0.1,0.6,0.2,1669178.0
Jalen Suggs,PG,20,ORL,21,21,583,87,257,.339,26,102,.255,61,155,.394,.389,58,76,.763,16,55,71,75,24,9,67,58,258,7.7,.444,.397,.296,2.9,10.1,6.4,20.5,2.0,1.4,18.7,26.3,0.0,-1.4,0.3,-1.1,-0.092,0.0,-4.7,-2.0,-6.8,-0.7,6593040.0
Jae'Sean Tate,SF,26,HOU,24,24,675,116,233,.498,17,64,.266,99,169,.586,.534,47,64,.734,49,104,153,68,19,17,48,81,296,15.0,.567,.275,.275,7.8,16.2,12.1,16.3,1.3,2.4,15.5,19.4,0.0,0.8,0.6,1.4,.099,0.0,-1.3,-0.3,-1.6,0.1,1517981.0
Jayson Tatum,SF,23,BOS,26,26,945,233,562,.415,72,216,.333,161,346,.465,.479,129,156,.827,29,200,229,94,24,20,71,65,667,19.3,.529,.384,.278,3.3,22.9,13.0,17.9,1.3,2.0,10.1,32.6,0.0,0.8,1.2,2.0,.100,0.0,2.1,-0.9,1.2,0.8,28103550.0
Garrett Temple,SG,35,NOP,25,9,469,45,120,.375,25,72,.347,20,48,.417,.479,19,24,.792,17,52,69,28,23,14,20,43,134,10.2,.513,.600,.200,3.8,12.5,8.0,8.5,2.4,2.8,13.3,13.7,0.0,0.1,0.3,0.5,.046,0.0,-2.6,0.1,-2.6,-0.1,4910000.0
Daniel Theis,C,29,HOU,17,15,388,54,110,.491,16,51,.314,38,59,.644,.564,18,24,.750,18,64,82,14,7,9,21,42,142,11.0,.589,.464,.218,5.0,17.3,11.2,5.6,0.9,2.2,14.8,15.4,0.0,0.2,0.3,0.6,.068,0.0,-2.2,-1.0,-3.2,-0.1,8372093.0
Cameron Thomas,SG,20,BRK,18,0,220,33,88,.375,6,36,.167,27,52,.519,.409,14,18,.778,4,21,25,12,7,3,4,6,86,9.9,.448,.409,.205,2.0,9.7,6.0,8.0,1.5,1.2,4.0,20.0,0.0,-0.1,0.2,0.1,.021,0.0,-2.9,-1.0,-3.9,-0.1,2036280.0
Matt Thomas,SG,27,CHI,8,0,49,5,19,.263,2,9,.222,3,10,.300,.316,0,0,0.0,0,5,5,0,2,1,0,3,12,1.9,.316,.474,.000,0.0,11.2,5.6,0.0,2.0,1.8,0.0,17.0,0.0,-0.1,0.1,-0.1,-0.083,0.0,-7.6,-0.6,-8.2,-0.1,1669178.0
Tristan Thompson,PF,30,SAC,17,0,242,42,80,.525,0,0,0.0,42,80,.525,.525,21,37,.568,44,53,97,10,6,7,12,29,105,19.1,.545,.000,.463,19.2,22.9,21.1,6.2,1.2,2.4,11.1,19.0,0.0,0.5,0.2,0.7,.145,0.0,0.2,-1.8,-1.6,0.0,9720900.0
JT Thor,PF,19,CHO,5,0,50,5,11,.455,1,6,.167,4,5,.800,.500,2,4,.500,2,4,6,2,1,1,0,4,13,9.2,.509,.545,.364,4.1,8.8,6.4,5.1,1.0,1.9,0.0,10.8,0.0,0.1,0.0,0.1,.055,0.0,-2.1,-1.9,-4.0,0.0,1250000.0
Matisse Thybulle,SG,24,PHI,18,5,449,42,84,.500,11,40,.275,31,44,.705,.565,6,6,1.000,9,34,43,19,34,22,17,38,101,11.5,.583,.476,.071,2.2,8.3,5.3,5.9,3.8,4.4,16.4,10.4,0.0,0.1,0.7,0.8,.083,0.0,-2.4,2.8,0.4,0.3,2840160.0
Xavier Tillman Sr.,PF,23,MEM,18,0,247,33,77,.429,4,22,.182,29,55,.527,.455,14,21,.667,23,33,56,25,19,7,13,18,84,15.9,.487,.286,.273,9.8,14.5,12.1,13.9,3.7,2.6,13.1,16.8,0.0,0.2,0.3,0.5,.096,0.0,-0.2,0.6,0.4,0.2,1517981.0
Isaiah Todd,PF,20,WAS,4,0,11,2,6,.333,2,3,.667,0,3,.000,.500,1,2,.500,1,1,2,0,2,1,1,1,7,23.1,.509,.500,.333,10.3,9.5,9.9,0.0,9.1,7.5,12.7,32.1,0.0,0.0,0.0,0.0,.094,0.0,1.9,8.5,10.4,0.0,1500000.0
Obi Toppin,PF,23,NYK,25,0,389,82,152,.539,8,41,.195,74,111,.667,.566,35,46,.761,29,62,91,23,9,16,22,37,207,19.8,.601,.270,.303,7.9,17.1,12.5,10.1,1.2,3.8,11.3,21.9,0.0,0.8,0.3,1.2,.145,0.0,1.1,-0.2,0.8,0.3,5105160.0
Juan Toscano-Anderson,SF,28,GSW,24,1,395,49,92,.533,9,32,.281,40,60,.667,.582,17,26,.654,14,57,71,53,16,10,29,34,124,12.9,.599,.348,.283,4.0,15.0,9.8,18.4,2.0,2.5,21.9,14.4,0.0,0.4,0.8,1.2,.145,0.0,-1.4,2.0,0.6,0.3,1701593.0
Karl-Anthony Towns,C,26,MIN,24,24,829,206,405,.509,63,139,.453,143,266,.538,.586,105,130,.808,69,153,222,80,25,25,82,87,580,23.3,.627,.343,.321,8.2,20.3,13.9,17.2,1.5,2.9,15.1,27.3,0.0,2.2,1.0,3.3,.188,0.0,4.6,0.0,4.6,1.4,31610000.0
Gary Trent Jr.,SG,23,TOR,23,22,792,142,335,.424,61,165,.370,81,170,.476,.515,39,42,.929,11,66,77,42,46,8,20,50,384,15.5,.543,.493,.125,1.4,9.6,5.3,8.2,2.9,1.0,5.4,20.2,0.0,1.2,0.7,1.9,.118,0.0,0.1,0.6,0.6,0.5,16000000.0
P.J. Tucker,PF,36,MIA,26,26,719,68,137,.496,27,64,.422,41,73,.562,.595,14,17,.824,41,101,142,50,19,7,21,66,177,11.4,.613,.467,.124,6.5,15.5,11.1,9.7,1.3,1.1,12.7,10.2,0.0,1.1,0.8,1.9,.127,0.0,-0.5,1.1,0.6,0.5,7000000.0
Myles Turner,C,25,IND,26,26,757,121,228,.531,48,121,.397,73,107,.682,.636,46,65,.708,38,153,191,25,15,73,35,65,336,19.2,.655,.531,.285,5.6,21.8,13.9,4.8,1.0,8.2,12.0,16.8,0.0,1.5,1.3,2.7,.174,0.0,1.6,1.2,2.8,0.9,18000000.0
Jonas Valančiūnas,C,29,NOP,27,27,847,195,379,.515,31,67,.463,164,312,.526,.555,88,107,.822,92,231,323,66,16,26,56,87,509,22.8,.597,.177,.282,11.4,30.7,20.7,13.7,0.9,2.9,11.6,24.3,0.0,2.2,0.7,2.9,.164,0.0,3.0,-0.9,2.1,0.9,14000000.0
Denzel Valentine,SG,28,CLE,16,0,102,10,36,.278,7,23,.304,3,13,.231,.375,0,0,0.0,6,11,17,3,5,0,6,9,27,3.6,.375,.639,.000,6.5,11.5,9.1,4.1,2.4,0.0,14.3,18.0,0.0,-0.2,0.1,-0.1,-0.048,0.0,-5.7,-0.4,-6.1,-0.1,1789256.0
Jarred Vanderbilt,PF,22,MIN,24,17,556,57,106,.538,0,7,.000,57,99,.576,.538,24,29,.828,75,123,198,28,33,18,25,68,138,15.9,.581,.066,.274,13.4,24.3,18.5,7.1,2.9,3.1,17.4,10.8,0.0,0.9,1.0,1.8,.159,0.0,-1.5,1.3,-0.2,0.3,4259259.0
Fred VanVleet,PG,27,TOR,24,24,916,169,389,.434,77,197,.391,92,192,.479,.533,60,71,.845,17,105,122,150,35,14,76,65,475,17.2,.565,.506,.183,1.9,13.3,7.3,25.6,1.9,1.5,15.3,23.2,0.0,1.5,0.7,2.2,.114,0.0,2.2,-0.3,1.9,0.9,19675926.0
Devin Vassell,SF,21,SAS,18,0,450,80,171,.468,33,85,.388,47,86,.547,.564,16,22,.727,9,57,66,25,21,12,13,36,209,15.3,.578,.497,.129,2.1,13.5,7.7,7.8,2.2,2.4,6.7,18.4,0.0,0.5,0.6,1.1,.114,0.0,0.0,0.0,0.1,0.2,4235160.0
Gabe Vincent,PG,25,MIA,23,1,396,53,122,.434,28,76,.368,25,46,.543,.549,13,16,.813,11,25,36,52,15,3,26,47,147,11.6,.570,.623,.131,3.2,7.0,5.1,19.4,1.9,0.8,16.8,17.4,0.0,0.4,0.4,0.8,.092,0.0,-1.7,0.1,-1.6,0.0,1669178.0
Nikola Vučević,C,31,CHI,19,19,630,121,292,.414,31,90,.344,90,202,.446,.467,20,32,.625,33,169,202,69,18,20,31,45,293,15.9,.479,.308,.110,5.7,29.3,17.6,16.6,1.4,2.8,9.2,23.5,0.0,0.0,1.1,1.1,.085,0.0,0.2,-0.2,0.0,0.3,24000000.0
Dean Wade,PF,25,CLE,17,11,363,32,76,.421,17,51,.333,15,25,.600,.533,5,6,.833,12,41,53,21,11,1,5,32,86,9.2,.547,.671,.079,3.7,12.1,8.0,8.0,1.5,0.2,6.0,10.1,0.0,0.4,0.4,0.8,.110,0.0,-2.0,1.1,-0.9,0.1,1782621.0
Franz Wagner,SF,20,ORL,26,26,823,137,310,.442,37,98,.378,100,212,.472,.502,49,60,.817,34,80,114,73,31,12,31,62,360,14.3,.535,.316,.194,4.3,10.4,7.3,14.5,1.8,1.4,8.4,19.1,0.0,0.9,0.4,1.3,.075,0.0,-0.2,-0.8,-1.0,0.2,5007840.0
Moritz Wagner,C,24,ORL,24,0,266,44,101,.436,23,65,.354,21,36,.583,.550,26,35,.743,10,46,56,17,3,5,18,45,137,13.1,.588,.644,.347,3.9,18.4,11.1,10.5,0.5,1.7,13.4,21.7,0.0,0.3,0.1,0.4,.069,0.0,-0.7,-1.4,-2.2,0.0,1729217.0
Ish Wainright,PF,27,PHO,6,0,27,1,7,.143,0,3,.000,1,4,.250,.143,0,2,.000,3,2,5,2,2,0,2,7,2,-3.7,.127,.429,.286,12.0,7.6,9.7,8.8,3.5,0.0,20.2,15.8,0.0,-0.1,0.0,-0.1,-0.156,0.0,-13.7,0.8,-12.9,-0.1,0.0
Kemba Walker,PG,31,NYK,18,18,441,76,177,.429,38,92,.413,38,85,.447,.537,20,25,.800,2,44,46,55,19,5,24,19,210,15.6,.559,.520,.141,0.5,10.7,5.6,19.9,2.1,1.1,11.3,21.1,0.0,0.6,0.3,0.9,.094,0.0,1.0,0.0,1.0,0.3,8729020.0
Kemba Walker,PG,31,NYK,18,18,441,76,177,.429,38,92,.413,38,85,.447,.537,20,25,.800,2,44,46,55,19,5,24,19,210,15.6,.559,.520,.141,0.5,10.7,5.6,19.9,2.1,1.1,11.3,21.1,0.0,0.6,0.3,0.9,.094,0.0,1.0,0.0,1.0,0.3,8729020.0
Lonnie Walker,SG,23,SAS,23,3,511,83,225,.369,34,119,.286,49,106,.462,.444,27,33,.818,3,63,66,58,16,8,30,30,227,10.4,.474,.529,.147,0.6,13.1,6.8,15.6,1.5,1.4,11.1,22.6,0.0,-0.4,0.5,0.0,.004,0.0,-2.5,-1.7,-4.2,-0.3,4447896.0
Brad Wanamaker,PG,32,IND,15,0,189,19,53,.358,4,14,.286,15,39,.385,.396,15,17,.882,4,21,25,33,2,6,15,29,57,8.4,.471,.264,.321,2.4,12.0,7.3,23.5,0.5,2.7,19.9,17.4,0.0,0.0,0.1,0.1,.027,0.0,-4.4,-1.1,-5.5,-0.2,1729217.0
P.J. Washington,PF,23,CHO,15,3,375,56,123,.455,30,67,.448,26,56,.464,.577,16,23,.696,18,60,78,29,11,19,21,32,158,15.3,.593,.545,.187,4.9,17.7,11.1,10.6,1.4,4.8,13.6,17.4,0.0,0.5,0.2,0.7,.090,0.0,0.7,-0.7,0.0,0.2,4215120.0
Yuta Watanabe,SF,27,TOR,6,0,103,11,30,.367,8,21,.381,3,9,.333,.500,4,8,.500,5,11,16,6,3,2,1,9,34,11.8,.507,.700,.267,5.0,12.3,8.5,8.1,1.5,1.9,2.9,14.4,0.0,0.2,0.1,0.2,.102,0.0,0.2,0.2,0.5,0.1,1762769.0
Russell Westbrook,PG,33,LAL,25,25,905,190,422,.450,34,107,.318,156,315,.495,.491,96,139,.691,33,161,194,217,32,4,114,78,510,17.1,.528,.254,.329,3.9,18.6,11.3,37.2,1.7,0.4,19.1,28.1,0.0,0.5,1.0,1.4,.075,0.0,0.4,-0.8,-0.4,0.3,44211146.0
Coby White,PG,21,CHI,9,1,158,22,63,.349,7,31,.226,15,32,.469,.405,4,7,.571,1,22,23,12,1,1,8,15,55,4.5,.416,.492,.111,0.7,15.2,8.0,10.7,0.3,0.6,10.8,20.6,0.0,-0.3,0.1,-0.2,-0.056,0.0,-6.5,-1.9,-8.4,-0.3,5837760.0
Derrick White,SG,27,SAS,23,23,720,111,275,.404,37,124,.298,74,151,.490,.471,46,56,.821,13,69,82,117,26,21,33,50,305,14.5,.509,.451,.204,1.9,10.2,6.0,22.1,1.7,2.6,9.9,19.8,0.0,0.6,0.7,1.3,.089,0.0,-0.2,0.0,-0.2,0.3,15178571.0
Hassan Whiteside,C,32,UTA,22,0,336,59,101,.584,0,0,0.0,59,101,.584,.584,30,43,.698,44,96,140,6,5,28,22,67,148,19.2,.617,.000,.426,15.3,29.5,22.8,2.6,0.7,7.1,15.5,18.4,0.0,0.7,0.7,1.4,.197,0.0,-2.3,0.8,-1.5,0.0,2401537.0
Andrew Wiggins,SF,26,GSW,25,25,761,170,349,.487,54,130,.415,116,219,.530,.564,68,93,.731,29,81,110,42,20,13,40,41,462,17.2,.592,.372,.266,4.3,11.1,7.9,8.8,1.3,1.7,9.3,24.3,0.0,1.3,1.3,2.5,.160,0.0,1.2,-1.0,0.2,0.4,31579390.0
Grant Williams,PF,23,BOS,26,9,565,63,127,.496,36,85,.424,27,42,.643,.638,23,26,.885,16,68,84,28,9,17,16,50,185,12.7,.668,.669,.205,3.0,13.0,8.0,7.2,0.8,2.9,10.4,12.0,0.0,1.1,0.5,1.6,.134,0.0,0.0,-0.5,-0.6,0.2,2617800.0
Kenrich Williams,SF,27,OKC,21,0,431,58,123,.472,17,44,.386,41,79,.519,.541,17,30,.567,21,52,73,40,21,5,16,36,150,14.0,.551,.358,.244,4.9,12.5,8.7,14.9,2.4,1.1,10.5,15.3,0.0,0.5,0.4,0.9,.101,0.0,-1.2,0.9,-0.3,0.2,2000000.0
Lou Williams,PG,35,ATL,20,0,270,46,121,.380,13,36,.361,33,85,.388,.434,22,26,.846,6,23,29,26,11,2,18,19,127,11.2,.479,.298,.215,2.4,8.9,5.8,13.9,2.0,0.7,12.0,24.4,0.0,-0.1,0.1,0.0,.003,0.0,-3.5,-1.9,-5.4,-0.2,5000000.0
