Player,Salary,salary_per_cap,G,WS,BPM,VORP,TS%,PER,Year
Khris Middleton,15200000.0,0.1614565076532509,29.0,1.6,-0.3,0.4,0.57,15.0,2017
Danilo Gallinari,15050000.0,0.1598631868540412,63.0,6.8,1.4,1.9,0.622,17.4,2017
Jeff Green,15000000.0,0.1593320799209713,69.0,0.7,-3.6,-0.6,0.505,10.5,2017
Reggie Jackson,14956522.0,0.158870250576251,52.0,1.9,-1.0,0.4,0.51,14.9,2017
Deron Williams,14885520.0,0.15811605748701443,64.0,2.4,-1.8,0.1,0.541,14.0,2017
Deron Williams,14885520.0,0.15811605748701443,40.0,1.8,-1.3,0.2,0.533,15.0,2017
Tony Parker,14445313.0,0.15344011769329638,63.0,3.0,-2.6,-0.2,0.514,13.0,2017
Jonas Valanciunas,14382023.0,0.1527678425374165,80.0,7.9,0.3,1.2,0.601,20.1,2017
DeMarre Carroll,14200000.0,0.15083436899185282,72.0,3.8,0.0,1.0,0.53,11.9,2017
Rajon Rondo,14000000.0,0.1487099412595732,69.0,2.3,-0.5,0.7,0.461,13.6,2017
Eric Bledsoe,14000000.0,0.1487099412595732,66.0,5.3,3.6,3.1,0.563,20.5,2017
Manu Ginobili,14000000.0,0.1487099412595732,69.0,3.0,1.4,1.1,0.532,13.9,2017
Ricky Rubio,13400000.0,0.14233665806273435,75.0,6.1,0.9,1.8,0.539,16.8,2017
Rudy Gay,13333333.0,0.14162851194459491,30.0,1.8,1.9,1.0,0.559,17.9,2017
Jamal Crawford,13253012.0,0.14077533114517277,82.0,1.9,-2.1,0.0,0.525,12.0,2017
Robin Lopez,13219250.0,0.14041670649968666,81.0,4.3,-2.2,-0.1,0.511,14.4,2017
Michael Kidd-Gilchrist,13000000.0,0.13808780259817513,81.0,5.8,-0.7,0.7,0.528,14.3,2017
Brandon Knight,12606250.0,0.13390533550024963,54.0,0.3,-2.8,-0.2,0.502,12.4,2017
Jordan Clarkson,12500000.0,0.13277673326747608,82.0,1.2,-2.5,-0.3,0.526,13.2,2017
Arron Afflalo,12500000.0,0.13277673326747608,61.0,1.4,-3.6,-0.7,0.559,8.9,2017
Tyson Chandler,12415000.0,0.13187385148125724,47.0,4.1,0.3,0.8,0.703,16.6,2017
Miles Plumlee,12400000.0,0.13171451940133627,45.0,0.5,-5.0,-0.4,0.518,8.4,2017
Miles Plumlee,12400000.0,0.13171451940133627,32.0,0.1,-5.4,-0.3,0.492,8.0,2017
Eric Gordon,12385665.0,0.13156225104362512,75.0,3.8,-0.1,1.1,0.557,13.2,2017
John Henson,12267606.0,0.13030821197539913,58.0,2.7,-1.6,0.1,0.55,15.3,2017
Marvin Williams,12250000.0,0.13012119860212656,76.0,5.0,0.0,1.1,0.551,13.7,2017
Serge Ibaka,12250000.0,0.13012119860212656,79.0,5.1,0.1,1.2,0.566,16.4,2017
Serge Ibaka,12250000.0,0.13012119860212656,56.0,3.8,0.7,1.2,0.569,17.5,2017
Stephen Curry,12112359.0,0.12865915681463305,79.0,12.6,6.9,5.9,0.624,24.6,2017
Kenneth Faried,12078652.0,0.1283011163867733,61.0,4.5,0.3,0.7,0.588,20.3,2017
Thaddeus Young,12078652.0,0.1283011163867733,74.0,4.6,0.5,1.4,0.562,14.9,2017
Amir Johnson,12000000.0,0.12746566393677702,80.0,5.0,0.6,1.1,0.628,15.0,2017
Kemba Walker,12000000.0,0.12746566393677702,79.0,8.1,4.1,4.2,0.569,21.3,2017
Kyle Lowry,12000000.0,0.12746566393677702,60.0,10.1,6.1,4.6,0.623,22.9,2017
Marcin Gortat,12000000.0,0.12746566393677702,82.0,6.8,-0.8,0.8,0.593,15.4,2017
Nikola Vucevic,11750000.0,0.12481012927142751,75.0,4.0,1.4,1.9,0.498,19.1,2017
Solomon Hill,11709603.0,0.12438102673592301,80.0,2.7,-2.7,-0.4,0.527,8.0,2017
Jeremy Lin,11483254.0,0.12197671627205421,36.0,2.1,2.0,0.9,0.566,19.2,2017
Andrew Bogut,11410378.0,0.12120261729496618,27.0,0.7,-2.6,-0.1,0.46,9.3,2017
Andrew Bogut,11410378.0,0.12120261729496618,26.0,0.7,-2.5,-0.1,0.46,9.4,2017
Courtney Lee,11242000.0,0.11941408283143728,77.0,4.2,-0.9,0.7,0.559,12.2,2017
Wilson Chandler,11233146.0,0.11932003441572926,71.0,3.5,-1.0,0.5,0.545,14.9,2017
Andre Iguodala,11131368.0,0.1182389343870495,76.0,6.9,2.5,2.3,0.624,14.3,2017
Derrick Favors,11050000.0,0.11737463220844885,50.0,2.7,-0.1,0.6,0.512,15.8,2017
Austin Rivers,11000000.0,0.11684352527537895,74.0,2.5,-2.2,-0.1,0.545,11.4,2017
Jrue Holiday,11000000.0,0.11684352527537895,67.0,3.8,1.3,1.8,0.532,17.1,2017
Joe Johnson,11000000.0,0.11684352527537895,78.0,3.8,0.4,1.1,0.542,12.8,2017
Jon Leuer,10991957.0,0.11675809141412533,75.0,4.5,-0.1,1.0,0.551,14.2,2017
Monta Ellis,10763500.0,0.1143313894819583,74.0,1.1,-2.9,-0.5,0.514,9.9,2017
Mirza Teletovic,10500000.0,0.1115324559446799,70.0,0.6,-3.8,-0.5,0.515,8.8,2017
Jared Dudley,10470000.0,0.11121379178483796,64.0,1.8,-1.0,0.3,0.579,10.6,2017
Al Jefferson,10230179.0,0.1086663798689228,66.0,2.3,-1.4,0.1,0.526,18.9,2017
Tyreke Evans,10203755.0,0.10838570047693402,40.0,0.7,0.4,0.5,0.501,15.5,2017
Tyreke Evans,10203755.0,0.10838570047693402,26.0,0.5,0.0,0.2,0.491,15.8,2017
Zach Randolph,10000000.0,0.10622138661398085,73.0,3.2,-0.5,0.7,0.49,18.5,2017
Terrence Ross,10000000.0,0.10622138661398085,78.0,3.5,-0.2,0.9,0.55,13.4,2017
Terrence Ross,10000000.0,0.10622138661398085,54.0,2.9,1.2,1.0,0.558,14.9,2017
Danny Green,10000000.0,0.10622138661398085,68.0,3.4,0.8,1.3,0.537,10.1,2017
Alec Burks,9904495.0,0.10520691926112404,42.0,0.8,-2.3,0.0,0.501,11.6,2017
Iman Shumpert,9662922.0,0.10264089735827411,76.0,2.0,-2.3,-0.1,0.536,9.0,2017
Matthew Dellavedova,9607500.0,0.1020521971893821,76.0,1.2,-4.2,-1.1,0.501,9.4,2017
Trevor Booker,9250000.0,0.0982547826179323,71.0,3.1,-0.6,0.6,0.554,15.7,2017
Meyers Leonard,9213484.0,0.09786690460257268,74.0,1.4,-3.3,-0.4,0.507,8.9,2017
Gerald Henderson,9000000.0,0.09559924795258277,72.0,2.0,-3.1,-0.5,0.529,10.8,2017
Taj Gibson,8950000.0,0.09506814101951287,78.0,4.0,-1.5,0.2,0.543,15.0,2017
Taj Gibson,8950000.0,0.09506814101951287,55.0,3.3,-1.2,0.3,0.549,15.4,2017
E'Twaun Moore,8801363.0,0.09348929819529864,73.0,2.7,-1.6,0.2,0.537,12.1,2017
Kris Humphries,8630000.0,0.09166905664786548,56.0,1.6,-2.0,0.0,0.514,13.6,2017
Ersan Ilyasova,8400000.0,0.08922596475574392,82.0,4.1,0.1,1.1,0.546,14.6,2017
Ersan Ilyasova,8400000.0,0.08922596475574392,53.0,2.6,0.4,0.9,0.553,15.4,2017
Ersan Ilyasova,8400000.0,0.08922596475574392,26.0,1.4,-0.4,0.3,0.53,13.5,2017
Dwight Powell,8375000.0,0.08896041128920897,77.0,4.6,1.0,1.0,0.588,17.6,2017
Avery Bradley,8269663.0,0.08784150706903328,55.0,3.1,-0.6,0.7,0.548,14.4,2017
Darrell Arthur,8070175.0,0.0857225178717483,41.0,1.1,-0.1,0.3,0.583,12.8,2017
Kosta Koufos,8046500.0,0.0854710387389397,71.0,2.6,-2.5,-0.2,0.56,13.8,2017
Tyler Zeller,8000000.0,0.08497710929118468,51.0,1.0,-2.4,0.0,0.508,13.0,2017
Jeff Teague,8000000.0,0.08497710929118468,82.0,8.1,2.2,2.8,0.574,19.2,2017
Garrett Temple,8000000.0,0.08497710929118468,65.0,2.2,-0.8,0.5,0.545,11.2,2017
Anthony Tolliver,8000000.0,0.08497710929118468,65.0,2.3,-1.0,0.4,0.595,11.1,2017
George Hill,8000000.0,0.08497710929118468,49.0,5.9,3.8,2.3,0.599,19.3,2017
Channing Frye,7806971.0,0.08292672848751367,74.0,3.7,1.0,1.1,0.612,15.6,2017
Trevor Ariza,7800000.0,0.08285268155890507,80.0,6.0,1.0,2.1,0.548,12.4,2017
Jose Calderon,7708427.0,0.08187998045526486,41.0,0.3,-3.2,-0.2,0.506,8.9,2017
Al-Farouq Aminu,7680965.0,0.08158827528334554,61.0,1.9,-1.1,0.4,0.506,11.3,2017
Cole Aldrich,7643979.0,0.08119540486281508,62.0,1.3,-0.8,0.2,0.549,12.7,2017
Corey Brewer,7612172.0,0.080857546498412,82.0,1.2,-2.7,-0.2,0.491,9.1,2017
Corey Brewer,7612172.0,0.080857546498412,58.0,0.9,-3.4,-0.3,0.491,7.5,2017
Markieff Morris,7400000.0,0.07860382609434584,76.0,4.1,-1.5,0.3,0.54,13.7,2017
Cory Joseph,7315000.0,0.077700944308127,80.0,3.4,-1.3,0.4,0.518,13.2,2017
Jeremy Lamb,7000000.0,0.0743549706297866,62.0,2.7,0.5,0.7,0.55,17.0,2017
Rodney Stuckey,7000000.0,0.0743549706297866,39.0,-0.1,-4.4,-0.4,0.483,9.5,2017
Boris Diaw,7000000.0,0.0743549706297866,73.0,1.1,-2.5,-0.1,0.494,9.0,2017
Sergio Rodriguez,6800000.0,0.07223054289750698,68.0,0.7,-2.7,-0.3,0.484,11.1,2017
Ed Davis,6666667.0,0.07081426128336679,46.0,1.7,-4.1,-0.4,0.563,11.5,2017
Isaiah Thomas,6587131.0,0.06996941886279384,76.0,12.5,6.7,5.6,0.625,26.5,2017
Victor Oladipo,6552960.0,0.0696064497625952,67.0,4.0,-0.5,0.8,0.534,13.6,2017
Jodie Meeks,6540000.0,0.06946878684554349,36.0,1.1,-1.8,0.1,0.567,13.1,2017
Matt Barnes,6508351.0,0.0691326067790489,74.0,2.0,-1.4,0.3,0.514,10.3,2017
Matt Barnes,6508351.0,0.0691326067790489,54.0,1.0,-1.6,0.1,0.501,10.2,2017
Aron Baynes,6500000.0,0.06904390129908757,75.0,3.0,-2.7,-0.2,0.57,13.1,2017
Marco Belinelli,6333333.0,0.06727354131480832,74.0,3.2,-1.1,0.4,0.566,13.3,2017
Jae Crowder,6286408.0,0.06677509745812221,72.0,6.7,0.9,1.7,0.613,14.9,2017
Tarik Black,6191000.0,0.06576166045271555,67.0,2.4,-3.2,-0.3,0.56,15.0,2017
Lance Thomas,6191000.0,0.06576166045271555,46.0,0.9,-3.5,-0.4,0.516,8.4,2017
Andrew Nicholson,6088993.0,0.06467812795428232,38.0,-0.1,-6.0,-0.3,0.427,5.9,2017
Andrew Nicholson,6088993.0,0.06467812795428232,28.0,-0.1,-5.6,-0.2,0.425,6.3,2017
Patrick Patterson,6050000.0,0.06426393890145841,65.0,3.3,0.1,0.8,0.542,10.8,2017
Andrew Wiggins,6006600.0,0.06380293808355374,82.0,4.2,-1.7,0.2,0.534,16.5,2017
Ramon Sessions,6000000.0,0.06373283196838851,50.0,0.9,-2.4,-0.1,0.495,12.4,2017
Patrick Beverley,6000000.0,0.06373283196838851,67.0,5.3,1.1,1.6,0.546,13.0,2017
Wayne Ellington,6000000.0,0.06373283196838851,62.0,3.3,-0.1,0.7,0.565,12.6,2017
Alex Abrines,5994764.0,0.06367721445035744,68.0,2.1,-1.6,0.1,0.56,10.1,2017
Karl-Anthony Towns,5960160.0,0.06330964596411842,82.0,12.7,4.7,5.2,0.618,25.9,2017
Otto Porter,5893981.0,0.06260668344964575,80.0,9.4,3.3,3.5,0.628,17.3,2017
Nikola Mirotic,5782450.0,0.061421985702601364,70.0,3.8,0.7,1.1,0.546,14.5,2017
Shaun Livingston,5782450.0,0.061421985702601364,76.0,2.6,-2.5,-0.2,0.568,10.1,2017
Spencer Hawes,5782450.0,0.061421985702601364,54.0,1.7,0.5,0.5,0.562,15.6,2017
Spencer Hawes,5782450.0,0.061421985702601364,35.0,1.1,-0.1,0.3,0.545,14.8,2017
Brandan Wright,5709880.0,0.0606511370999437,28.0,1.6,1.7,0.4,0.628,18.5,2017
Boban Marjanovic,5628000.0,0.059781396386348426,35.0,1.7,5.5,0.6,0.606,29.6,2017
Wesley Johnson,5628000.0,0.059781396386348426,68.0,0.9,-2.0,0.0,0.448,8.4,2017
Tyler Johnson,5628000.0,0.059781396386348426,73.0,5.8,1.4,1.8,0.535,15.9,2017
Brandon Jennings,5587318.0,0.059349266541325434,81.0,1.7,-2.4,-0.2,0.479,12.1,2017
Brandon Jennings,5587318.0,0.059349266541325434,58.0,1.5,-2.0,0.0,0.508,12.7,2017
Nick Young,5443918.0,0.057826051857280944,60.0,3.2,-0.1,0.7,0.588,14.1,2017
Jabari Parker,5374320.0,0.05708677225072496,51.0,4.0,0.7,1.2,0.563,19.1,2017
D'Angelo Russell,5332800.0,0.056645741053503715,63.0,1.3,-0.8,0.6,0.518,15.3,2017
Cody Zeller,5318313.0,0.05649185813071604,62.0,5.6,0.2,1.0,0.604,16.7,2017
Brandon Ingram,5281680.0,0.056102737325133045,79.0,-0.3,-4.4,-1.4,0.474,8.5,2017
Kyle Korver,5239437.0,0.055654026321659604,67.0,3.7,0.0,0.9,0.635,12.1,2017
Kyle Korver,5239437.0,0.055654026321659604,32.0,1.6,-0.4,0.4,0.591,10.8,2017
Kyle Korver,5239437.0,0.055654026321659604,35.0,2.0,0.3,0.5,0.677,13.5,2017
Darren Collison,5229454.0,0.055547985511402866,68.0,3.9,-0.9,0.6,0.57,15.3,2017
Langston Galloway,5200000.0,0.055235121039270044,74.0,1.3,-2.3,-0.1,0.51,10.4,2017
Langston Galloway,5200000.0,0.055235121039270044,55.0,1.2,-1.5,0.1,0.508,11.2,2017
Derrick Williams,5020145.0,0.053324676290324294,50.0,1.1,-2.9,-0.2,0.537,10.6,2017
Derrick Williams,5020145.0,0.053324676290324294,25.0,0.3,-3.4,-0.1,0.465,10.1,2017
Derrick Williams,5020145.0,0.053324676290324294,25.0,0.8,-2.5,-0.1,0.628,11.1,2017
Jonas Jerebko,5000000.0,0.05311069330699043,78.0,2.1,-2.4,-0.1,0.537,9.3,2017
Luis Scola,5000000.0,0.05311069330699043,36.0,0.8,-2.9,-0.1,0.55,13.9,2017
Roy Hibbert,5000000.0,0.05311069330699043,48.0,1.8,-2.3,0.0,0.614,13.5,2017
Roy Hibbert,5000000.0,0.05311069330699043,42.0,1.8,-2.4,-0.1,0.613,13.5,2017
Tony Allen,5000000.0,0.05311069330699043,71.0,3.1,-1.0,0.5,0.493,13.3,2017
Jason Smith,5000000.0,0.05311069330699043,74.0,2.3,-1.8,0.1,0.598,13.6,2017
Alexis Ajinca,4863206.0,0.05165764847094314,39.0,1.0,-3.3,-0.2,0.529,12.9,2017
Mike Dunleavy,4837500.0,0.05138459577451324,53.0,1.5,-1.4,0.1,0.573,10.1,2017
Mike Dunleavy,4837500.0,0.05138459577451324,30.0,1.2,-0.1,0.2,0.597,11.9,2017
Kyle Singler,4837500.0,0.05138459577451324,32.0,0.3,-4.3,-0.2,0.486,5.9,2017
Joel Embiid,4826160.0,0.05126414072209299,31.0,1.9,4.5,1.3,0.584,24.1,2017
Alex Len,4823621.0,0.051237171112031694,77.0,3.0,-2.3,-0.1,0.553,15.0,2017
Jahlil Okafor,4788840.0,0.05086772250724961,50.0,1.2,-2.5,-0.1,0.546,14.8,2017
Jaylen Brown,4743000.0,0.05038080367101112,78.0,1.5,-3.7,-0.6,0.539,10.3,2017
Marcus Morris,4625000.0,0.04912739130896615,79.0,3.9,-1.1,0.6,0.508,12.4,2017
Jameer Nelson,4540525.0,0.04823008614554455,75.0,2.8,-2.0,0.0,0.544,11.5,2017
Nerlens Noel,4384490.0,0.04657266073951329,51.0,4.0,2.4,1.2,0.622,20.4,2017
Nerlens Noel,4384490.0,0.04657266073951329,29.0,2.2,3.2,0.7,0.634,20.8,2017
Aaron Gordon,4351320.0,0.04622032440011472,80.0,3.7,-1.0,0.6,0.53,14.5,2017
Kristaps Porzingis,4317720.0,0.04586342054109174,66.0,4.5,0.3,1.3,0.546,17.4,2017
Dragan Bender,4276320.0,0.045423664000509865,43.0,-0.3,-5.1,-0.4,0.44,5.3,2017
Vince Carter,4264057.0,0.04529340471410514,73.0,4.0,0.8,1.3,0.542,11.7,2017
Devin Harris,4227996.0,0.04491035977183646,65.0,2.2,-0.4,0.4,0.549,13.8,2017
Ben McLemore,4008882.0,0.04258290048118288,61.0,0.4,-4.2,-0.6,0.538,9.8,2017
Thabo Sefolosha,4000000.0,0.04248855464559234,62.0,3.3,0.4,1.0,0.519,11.9,2017
James Johnson,4000000.0,0.04248855464559234,76.0,5.1,2.8,2.5,0.564,17.0,2017
Leandro Barbosa,4000000.0,0.04248855464559234,67.0,0.6,-2.5,-0.1,0.509,11.5,2017
Dante Exum,3940320.0,0.04185462541028011,66.0,1.2,-3.3,-0.4,0.521,8.5,2017
Kyle O'Quinn,3918750.0,0.04162550587935375,79.0,3.9,1.9,1.2,0.552,20.5,2017
Mario Hezonja,3909840.0,0.04153086262388069,65.0,-0.7,-5.0,-0.7,0.45,7.2,2017
Kris Dunn,3872520.0,0.04113444440903732,78.0,0.1,-2.8,-0.3,0.432,8.1,2017
Nemanja Bjelica,3800000.0,0.040364126913312724,65.0,1.5,-1.6,0.1,0.526,11.0,2017
Kentavious Caldwell-Pope,3678319.0,0.039071614458855146,76.0,4.5,-0.2,1.1,0.519,12.8,2017
Marcus Smart,3578880.0,0.03801535961250438,79.0,3.2,-1.3,0.4,0.486,12.0,2017
Bojan Bogdanovic,3573020.0,0.03795311387994859,81.0,2.9,-2.2,-0.1,0.585,13.5,2017
Bojan Bogdanovic,3573020.0,0.03795311387994859,55.0,1.6,-2.6,-0.2,0.572,13.0,2017
Bojan Bogdanovic,3573020.0,0.03795311387994859,26.0,1.3,-1.2,0.1,0.617,14.7,2017
Willie Cauley-Stein,3551160.0,0.037720913928810426,75.0,2.9,-1.0,0.3,0.558,16.3,2017
Will Barton,3533333.0,0.037531553062893686,60.0,3.3,0.2,1.0,0.547,15.5,2017
Buddy Hield,3517200.0,0.037360186099869346,82.0,1.3,-2.0,0.0,0.541,11.8,2017
Buddy Hield,3517200.0,0.037360186099869346,57.0,0.5,-2.8,-0.2,0.503,9.9,2017
Buddy Hield,3517200.0,0.037360186099869346,25.0,0.8,-0.8,0.2,0.6,14.9,2017
Lavoy Allen,3500000.0,0.0371774853148933,61.0,1.7,-1.7,0.1,0.485,11.6,2017
Brandon Rush,3500000.0,0.0371774853148933,47.0,0.4,-2.5,-0.1,0.505,6.6,2017
Anthony Morrow,3488000.0,0.03705001965095652,49.0,1.2,-2.3,0.0,0.505,10.1,2017
Anthony Morrow,3488000.0,0.03705001965095652,40.0,0.9,-2.8,-0.1,0.491,9.2,2017
Trey Burke,3386597.0,0.035972902924274776,57.0,0.5,-3.0,-0.2,0.532,10.8,2017
Troy Daniels,3332940.0,0.035402950830120135,67.0,1.3,-1.8,0.0,0.531,10.4,2017
Julius Randle,3267120.0,0.03470380166342692,74.0,3.5,-0.9,0.6,0.543,16.3,2017
Emmanuel Mudiay,3241800.0,0.034434849112520316,55.0,0.2,-3.2,-0.4,0.483,10.9,2017
CJ McCollum,3219579.0,0.034198814569325386,80.0,7.6,2.0,2.8,0.585,19.9,2017
Jamal Murray,3210840.0,0.03410598769956343,82.0,1.3,-2.0,0.0,0.518,11.9,2017
Michael Carter-Williams,3183526.0,0.033815854604166,45.0,0.2,-3.2,-0.3,0.437,9.9,2017
Omri Casspi,3149524.0,0.03345468064540114,36.0,0.5,-3.2,-0.2,0.526,10.0,2017
Steven Adams,3140517.0,0.033359007042477934,80.0,6.5,-0.2,1.1,0.589,16.5,2017
Kelly Olynyk,3094013.0,0.032865035106168276,75.0,4.1,0.3,0.9,0.603,15.3,2017
Shabazz Muhammad,3046299.0,0.032358210382078326,78.0,2.7,-2.4,-0.1,0.566,14.9,2017
Justin Hamilton,3000000.0,0.031866415984194256,64.0,2.1,-0.8,0.4,0.55,13.6,2017
Dante Cunningham,3000000.0,0.031866415984194256,66.0,3.0,-1.6,0.2,0.586,10.2,2017
Giannis Antetokounmpo,2995420.0,0.03181776658912505,80.0,12.4,7.3,6.7,0.599,26.1,2017
Nik Stauskas,2993040.0,0.03179248589911093,80.0,1.4,-2.8,-0.5,0.54,9.0,2017
Stanley Johnson,2969880.0,0.031546477167712944,77.0,0.4,-3.0,-0.3,0.436,7.2,2017
Quincy Acy,2965505.0,0.03150000531106933,38.0,0.9,-2.1,0.0,0.565,11.8,2017
Quincy Acy,2965505.0,0.03150000531106933,32.0,1.1,-0.9,0.1,0.587,13.1,2017
Marquese Chriss,2941440.0,0.031244383544182786,82.0,1.8,-2.2,-0.1,0.529,12.3,2017
Seth Curry,2898000.0,0.030782957840731654,70.0,4.6,1.2,1.7,0.601,15.5,2017
Zaza Pachulia,2898000.0,0.030782957840731654,70.0,4.7,0.6,0.8,0.588,16.1,2017
James Ennis,2898000.0,0.030782957840731654,64.0,3.1,-1.2,0.3,0.581,10.6,2017
Dion Waiters,2898000.0,0.030782957840731654,46.0,1.6,-0.1,0.7,0.507,14.5,2017
Mindaugas Kuzminskas,2898000.0,0.030782957840731654,68.0,1.2,-1.9,0.0,0.533,12.4,2017
Dewayne Dedmon,2898000.0,0.030782957840731654,76.0,5.2,0.6,0.9,0.645,16.0,2017
Tomas Satoransky,2870813.0,0.030494173756944222,57.0,0.6,-2.4,-0.1,0.477,8.5,2017
Noah Vonleh,2751360.0,0.029225327427424237,74.0,1.8,-3.9,-0.6,0.525,10.8,2017
Frank Kaminsky,2730000.0,0.028998438545616775,75.0,2.3,-1.2,0.4,0.502,13.0,2017
Jakob Poeltl,2703960.0,0.02872183805487397,54.0,1.6,-3.1,-0.2,0.589,12.2,2017
Aaron Brooks,2700000.0,0.02867977438577483,65.0,0.3,-3.7,-0.4,0.507,9.5,2017
Elfrid Payton,2613600.0,0.027762021605430037,82.0,4.4,0.8,1.7,0.52,17.2,2017
Thon Maker,2568600.0,0.027284025365667125,57.0,1.3,-2.0,0.0,0.558,14.0,2017
Malcolm Delaney,2500000.0,0.026555346653495213,73.0,0.1,-5.6,-1.1,0.456,7.5,2017
Randy Foye,2500000.0,0.026555346653495213,69.0,0.2,-4.4,-0.8,0.506,7.3,2017
Richard Jefferson,2500000.0,0.026555346653495213,79.0,2.1,-3.1,-0.4,0.574,8.3,2017
Doug McDermott,2483040.0,0.026375195181797904,66.0,2.6,-2.3,-0.1,0.554,10.7,2017
Doug McDermott,2483040.0,0.026375195181797904,44.0,1.9,-2.1,0.0,0.555,11.3,2017
Domantas Sabonis,2440200.0,0.02592014276154361,81.0,0.8,-4.5,-1.0,0.469,6.9,2017
Shelvin Mack,2433334.0,0.02584721115749445,55.0,1.4,-2.3,-0.1,0.518,10.9,2017
Myles Turner,2380440.0,0.02528536375513846,81.0,8.0,1.1,2.0,0.585,18.5,2017
Tony Snell,2368327.0,0.025156697789532945,80.0,3.4,-1.7,0.2,0.603,9.7,2017
Gorgui Dieng,2348782.0,0.02494908808939592,82.0,5.7,-0.1,1.3,0.555,14.2,2017
Trey Lyles,2340600.0,0.02486217775086836,71.0,0.8,-2.2,-0.1,0.464,9.9,2017
Mason Plumlee,2328530.0,0.024733968537225284,81.0,6.0,2.0,2.2,0.558,18.1,2017
Mason Plumlee,2328530.0,0.024733968537225284,54.0,4.6,2.8,1.8,0.552,18.9,2017
Mason Plumlee,2328530.0,0.024733968537225284,27.0,1.4,-0.1,0.3,0.571,16.3,2017
Taurean Prince,2318280.0,0.024625091615945956,59.0,1.1,-1.8,0.0,0.513,9.8,2017
Dario Saric,2318280.0,0.024625091615945956,81.0,1.0,-2.3,-0.2,0.508,12.8,2017
Reggie Bullock,2255644.0,0.023959763338750623,31.0,1.0,0.3,0.3,0.538,11.7,2017
Zach LaVine,2240880.0,0.023802938083553743,47.0,3.0,0.1,0.9,0.576,14.6,2017
Devin Booker,2223600.0,0.023619387527484784,78.0,2.0,-1.9,0.1,0.531,14.6,2017
Luc Mbah a Moute,2203000.0,0.023400571471059985,80.0,3.1,-0.2,0.8,0.581,10.2,2017
Andre Roberson,2183072.0,0.023188893491815642,79.0,4.2,-1.0,0.6,0.51,9.6,2017
Rudy Gobert,2121287.0,0.02253260465462116,81.0,14.3,4.4,4.4,0.681,23.3,2017
Cameron Payne,2112480.0,0.022439055479430228,31.0,-0.3,-6.1,-0.5,0.407,5.5,2017
Joe Ingles,2100000.0,0.02230649118893598,82.0,5.0,1.6,1.8,0.604,12.4,2017
Denzel Valentine,2092200.0,0.022223638507377075,57.0,0.6,-3.3,-0.3,0.492,7.3,2017
Tim Frazier,2090000.0,0.022200269802322,65.0,2.4,-2.7,-0.3,0.504,12.4,2017
Juan Hernangomez,1987440.0,0.021110863261209013,62.0,1.8,-0.1,0.4,0.592,13.4,2017
Jusuf Nurkic,1921320.0,0.02040852745291737,65.0,2.0,-0.9,0.4,0.528,17.5,2017
Jusuf Nurkic,1921320.0,0.02040852745291737,45.0,0.6,-2.1,0.0,0.515,15.0,2017
Lucas Nogueira,1921320.0,0.02040852745291737,57.0,3.7,2.0,1.1,0.682,15.5,2017
Terry Rozier,1906440.0,0.020250470029635766,74.0,1.4,-1.4,0.2,0.466,10.9,2017
James Young,1825200.0,0.019387527484783788,29.0,0.3,-1.3,0.0,0.549,10.0,2017
Rashad Vaughn,1811040.0,0.01923711800133839,41.0,0.0,-3.6,-0.2,0.449,7.8,2017
Kevin Seraphin,1800000.0,0.019119849590516554,49.0,1.0,-3.4,-0.2,0.559,14.4,2017
Wade Baldwin,1793760.0,0.01905356744526943,33.0,-0.3,-5.5,-0.3,0.404,6.5,2017
Tyler Ennis,1733880.0,0.018417513782224913,53.0,0.4,-3.2,-0.2,0.521,10.9,2017
Tyler Ennis,1733880.0,0.018417513782224913,31.0,-0.2,-8.0,-0.3,0.444,4.0,2017
Sam Dekker,1720560.0,0.01827602689525509,77.0,3.1,-0.2,0.6,0.549,13.1,2017
Joffrey Lauvergne,1709719.0,0.018160872290026876,70.0,1.5,-2.2,-0.1,0.509,12.6,2017
Joffrey Lauvergne,1709719.0,0.018160872290026876,50.0,1.4,-1.6,0.1,0.531,12.9,2017
Gary Harris,1655880.0,0.017588986966635863,57.0,4.6,0.7,1.2,0.611,16.5,2017
Jerian Grant,1643040.0,0.01745259870622351,63.0,2.5,0.1,0.6,0.555,13.2,2017
Delon Wright,1577280.0,0.016754086867849974,27.0,1.1,2.0,0.5,0.535,15.0,2017
Caris LeVert,1562280.0,0.016594754787929003,57.0,1.8,-1.1,0.3,0.556,12.3,2017
James Jones,1551659.0,0.016481937053206292,48.0,0.8,-0.3,0.2,0.655,11.1,2017
David West,1551659.0,0.016481937053206292,68.0,2.6,2.8,1.0,0.571,16.6,2017
Raymond Felton,1551659.0,0.016481937053206292,80.0,1.9,-1.3,0.3,0.496,10.9,2017
Brandon Bass,1551659.0,0.016481937053206292,52.0,2.2,0.4,0.4,0.65,19.7,2017
Metta World Peace,1551659.0,0.016481937053206292,25.0,-0.2,-6.1,-0.2,0.38,6.5,2017
Jason Terry,1551659.0,0.016481937053206292,74.0,2.1,-0.9,0.4,0.6,9.1,2017
David Lee,1551659.0,0.016481937053206292,79.0,5.7,1.8,1.4,0.613,18.5,2017
Justin Anderson,1514160.0,0.016083617475542527,75.0,1.9,-1.3,0.2,0.537,13.9,2017
Justin Anderson,1514160.0,0.016083617475542527,51.0,1.0,-1.0,0.2,0.521,14.7,2017
