Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Kelly Olynyk,C,30,DET,10,1,230,45,98,.459,14,41,.341,31,57,.544,.531,21,35,.600,13,40,53,23,14,7,15,27,125,18.8,.551,.418,.357,5.7,20.4,12.5,18.3,3.0,2.8,11.7,23.9,0.0,0.2,0.3,0.5,.114,0.0,0.9,1.6,2.5,0.3
Eugene Omoruyi,SF,24,DAL,4,0,18,2,5,.400,1,2,.500,1,3,.333,.500,2,4,.500,2,5,7,2,0,0,0,2,7,17.6,.518,.400,.800,11.3,31.6,20.9,16.0,0.0,0.0,0.0,16.7,0.0,0.1,0.0,0.1,.189,0.0,1.2,0.9,2.1,0.0
Miye Oni,SG,24,UTA,10,0,30,1,5,.200,0,4,.000,1,1,1.000,.200,0,1,.000,0,4,4,3,0,0,1,4,2,-2.3,.184,.800,.200,0.0,13.8,7.3,12.3,0.0,0.0,15.5,9.3,0.0,-0.1,0.0,-0.1,-0.083,0.0,-10.1,-1.6,-11.7,-0.1
Cedi Osman,SF,26,CLE,19,0,424,76,165,.461,46,113,.407,30,52,.577,.600,20,28,.714,6,48,54,33,17,5,17,30,218,16.7,.615,.685,.170,1.6,12.1,6.9,12.5,2.0,1.0,8.7,20.0,0.0,0.8,0.6,1.4,.156,0.0,2.7,1.0,3.7,0.6
Kelly Oubre Jr.,SF,26,CHO,26,7,738,160,343,.466,76,193,.394,84,150,.560,.577,34,53,.642,31,71,102,28,26,8,24,64,430,16.6,.587,.563,.155,4.3,10.6,7.3,5.7,1.7,1.0,6.1,22.3,0.0,1.3,0.2,1.4,.092,0.0,1.7,-2.2,-0.6,0.3
Kevin Pangos,PG,29,CLE,8,0,24,1,3,.333,1,2,.500,0,1,.000,.500,1,2,.500,1,0,1,3,1,0,3,2,4,3.1,.515,.667,.667,4.6,0.0,2.3,16.4,2.1,0.0,43.6,12.5,0.0,0.0,0.0,0.0,-0.038,0.0,-4.1,-0.3,-4.3,0.0
Jabari Parker,PF,26,BOS,8,0,79,13,24,.542,5,9,.556,8,15,.533,.646,6,6,1.000,3,14,17,4,3,1,5,11,37,16.6,.694,.375,.250,4.0,19.1,11.5,8.0,1.9,1.2,15.8,17.6,0.0,0.2,0.1,0.3,.163,0.0,-0.4,0.9,0.6,0.1
Eric Paschall,PF,25,UTA,19,0,230,24,57,.421,10,36,.278,14,21,.667,.509,12,17,.706,13,25,38,14,2,3,10,16,70,9.9,.543,.632,.298,6.6,11.3,9.0,8.2,0.4,1.1,13.4,14.1,0.0,0.2,0.2,0.4,.084,0.0,-1.3,-0.9,-2.3,0.0
Chris Paul,PG,36,PHO,24,24,778,125,260,.481,25,73,.342,100,187,.535,.529,75,91,.824,6,89,95,243,48,7,58,48,350,21.3,.583,.281,.350,0.8,11.7,6.4,43.5,2.9,0.8,16.2,19.9,0.0,2.3,1.3,3.5,.219,0.0,2.7,1.5,4.1,1.2
Cameron Payne,PG,27,PHO,19,0,346,65,171,.380,21,66,.318,44,105,.419,.442,33,40,.825,7,47,54,56,11,6,32,33,184,12.8,.488,.386,.234,2.2,13.9,8.2,23.4,1.5,1.5,14.5,27.6,0.0,-0.2,0.5,0.3,.037,0.0,-2.0,-0.6,-2.6,-0.1
Elfrid Payton,PG,27,PHO,10,0,117,20,43,.465,0,1,.000,20,42,.476,.465,4,8,.500,6,17,23,22,5,0,8,9,44,13.6,.473,.023,.186,5.6,14.8,10.3,26.5,2.0,0.0,14.7,20.2,0.0,0.0,0.2,0.2,.080,0.0,-2.5,-0.5,-3.0,0.0
Gary Payton II,PG,29,GSW,23,1,339,63,93,.677,13,32,.406,50,61,.820,.747,19,29,.655,25,50,75,18,31,3,12,40,158,21.9,.747,.344,.312,8.4,15.3,12.0,7.9,4.4,0.9,10.2,14.9,0.0,1.1,0.9,2.0,.282,0.0,1.7,4.2,5.9,0.7
Jamorko Pickett,PF,24,DET,3,0,9,1,1,1.000,1,1,1.000,0,0,0.0,1.500,0,0,0.0,0,0,0,0,0,0,1,0,3,8.5,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,9.5,0.0,0.0,0.0,0.0,-0.029,0.0,-0.6,-3.2,-3.8,0.0
Mason Plumlee,C,31,CHO,20,20,523,59,99,.596,0,0,0.0,59,99,.596,.596,18,52,.346,51,94,145,55,17,20,24,60,136,14.2,.558,.000,.525,9.9,19.7,14.6,13.7,1.5,3.6,16.5,11.8,0.0,0.8,0.3,1.1,.102,0.0,-1.3,0.7,-0.6,0.2
Jakob Poeltl,C,26,SAS,16,15,467,93,151,.616,0,0,0.0,93,151,.616,.616,11,34,.324,67,82,149,38,8,26,23,46,197,19.9,.594,.000,.225,15.0,18.7,16.8,11.8,0.8,5.0,12.2,17.3,0.0,1.0,0.6,1.6,.161,0.0,0.3,-0.6,-0.2,0.2
Aleksej Pokusevski,PF,20,OKC,23,0,336,44,128,.344,10,55,.182,34,73,.466,.383,5,10,.500,24,71,95,28,9,11,28,26,103,7.7,.389,.430,.078,7.1,22.0,14.4,13.3,1.3,3.1,17.5,20.6,0.0,-0.9,0.4,-0.5,-0.070,0.0,-5.4,-1.2,-6.6,-0.4
Yves Pons,SF,22,MEM,2,0,4,0,1,.000,0,0,0.0,0,1,.000,.000,0,0,0.0,1,0,1,0,0,0,0,0,0,0.0,.000,.000,.000,26.3,0.0,13.3,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,-0.143,0.0,-5.3,-3.8,-9.1,0.0
Jordan Poole,SG,22,GSW,24,24,726,155,343,.452,67,190,.353,88,153,.575,.550,53,58,.914,8,69,77,85,25,5,60,70,430,15.0,.583,.554,.169,1.3,9.9,5.8,18.1,1.7,0.7,14.0,25.4,0.0,0.8,1.2,2.0,.131,0.0,-0.4,-0.6,-1.0,0.2
Kevin Porter Jr.,PG,21,HOU,19,19,574,83,232,.358,34,110,.309,49,122,.402,.431,44,70,.629,16,68,84,110,25,6,76,43,244,9.6,.464,.474,.302,3.0,12.4,7.8,29.8,2.1,1.0,22.4,24.9,0.0,-1.0,0.5,-0.5,-0.043,0.0,-3.5,-2.0,-5.4,-0.5
Michael Porter Jr.,SF,23,DEN,9,9,265,37,103,.359,10,48,.208,27,55,.491,.408,5,9,.556,9,50,59,17,10,2,12,16,89,8.3,.416,.466,.087,3.8,20.8,12.3,9.3,1.9,0.7,10.1,20.2,0.0,-0.4,0.3,-0.1,-0.023,0.0,-4.3,-1.0,-5.3,-0.2
Otto Porter,PF,28,GSW,21,0,400,52,116,.448,34,83,.410,18,33,.545,.595,12,16,.750,16,81,97,24,19,7,13,30,150,14.9,.610,.716,.138,4.6,21.0,13.2,8.2,2.3,1.7,9.6,14.6,0.0,0.6,0.9,1.5,.183,0.0,0.9,1.3,2.2,0.4
Bobby Portis,C,26,MIL,20,16,563,114,243,.469,37,91,.407,77,152,.507,.545,35,43,.814,54,130,184,29,15,19,32,54,300,19.1,.573,.374,.177,10.2,23.2,16.9,8.2,1.3,3.2,10.9,22.4,0.0,1.0,0.9,1.9,.162,0.0,1.2,-0.5,0.6,0.4
Kristaps Porziņģis,PF,26,DAL,16,16,486,113,250,.452,26,88,.295,87,162,.537,.504,60,68,.882,37,95,132,34,14,26,23,36,312,23.3,.557,.352,.272,7.8,22.2,14.6,12.3,1.4,4.7,7.6,27.7,0.0,1.0,0.7,1.7,.167,0.0,3.1,-0.6,2.5,0.5
Dwight Powell,C,30,DAL,23,20,459,54,91,.593,7,19,.368,47,72,.653,.632,28,40,.700,45,59,104,26,12,13,15,55,143,15.7,.658,.209,.440,10.0,14.6,12.2,8.3,1.3,2.5,12.1,12.0,0.0,1.2,0.4,1.6,.168,0.0,-0.7,-0.2,-0.8,0.1
Norman Powell,SF,28,POR,21,21,624,121,255,.475,40,96,.417,81,159,.509,.553,75,91,.824,7,46,53,34,17,8,24,42,357,16.9,.605,.376,.357,1.2,8.3,4.7,8.5,1.3,1.2,7.5,22.2,0.0,1.4,0.1,1.5,.114,0.0,1.5,-1.9,-0.5,0.2
Joshua Primo,SG,19,SAS,7,0,59,6,11,.545,4,8,.500,2,3,.667,.727,0,0,0.0,1,5,6,4,3,4,0,4,16,15.8,.727,.727,.000,1.8,9.0,5.4,8.6,2.4,6.0,0.0,8.0,0.0,0.1,0.1,0.2,.181,0.0,1.5,2.8,4.3,0.1
Taurean Prince,PF,27,MIN,22,6,338,32,89,.360,17,61,.279,15,28,.536,.455,12,17,.706,11,34,45,17,10,5,11,33,93,7.5,.482,.685,.191,3.2,10.9,6.9,7.0,1.4,1.4,10.2,13.2,0.0,0.0,0.3,0.3,.048,0.0,-3.5,-0.5,-4.0,-0.2
Payton Pritchard,SG,24,BOS,20,0,188,18,65,.277,14,45,.311,4,20,.200,.385,5,5,1.000,6,17,23,28,1,2,13,15,55,5.6,.409,.692,.077,3.4,9.8,6.6,21.2,0.3,1.0,16.2,18.8,0.0,-0.2,0.1,-0.1,-0.034,0.0,-3.9,-2.9,-6.8,-0.2
Immanuel Quickley,PG,22,NYK,24,1,504,76,195,.390,41,118,.347,35,77,.455,.495,39,42,.929,11,45,56,58,14,0,23,46,232,13.5,.543,.605,.215,2.3,9.5,5.9,17.7,1.4,0.0,9.7,20.6,0.0,0.8,0.2,1.0,.094,0.0,-0.7,-1.2,-1.9,0.0
Jahmi'us Ramsey,SG,20,SAC,7,0,46,5,14,.357,1,6,.167,4,8,.500,.393,2,4,.500,0,0,0,2,0,1,0,3,13,4.3,.412,.429,.286,0.0,0.0,0.0,6.0,0.0,1.8,0.0,14.6,0.0,0.0,0.0,0.0,-0.036,0.0,-4.5,-4.1,-8.6,-0.1
Julius Randle,PF,27,NYK,24,24,849,174,401,.434,42,126,.333,132,275,.480,.486,87,116,.750,44,194,238,129,16,17,77,67,477,18.0,.528,.314,.289,5.5,24.3,14.9,25.5,0.9,1.9,14.6,27.3,0.0,0.9,0.8,1.7,.095,0.0,1.5,-0.3,1.3,0.7
Austin Reaves,SG,23,LAL,14,0,250,24,51,.471,9,30,.300,15,21,.714,.559,9,11,.818,4,22,26,13,3,2,10,24,66,7.1,.591,.588,.216,1.7,9.2,5.5,6.9,0.6,0.7,15.2,11.2,0.0,0.1,0.1,0.3,.049,0.0,-4.0,-1.8,-5.8,-0.2
Cam Reddish,SF,22,ATL,21,0,472,83,201,.413,34,89,.382,49,112,.438,.498,41,46,.891,18,41,59,19,23,4,28,30,241,14.0,.545,.443,.229,4.2,9.1,6.7,5.9,2.4,0.8,11.2,23.1,0.0,0.3,0.3,0.6,.060,0.0,-0.6,-1.3,-1.9,0.0
Davon Reed,SG,26,DEN,2,0,37,3,5,.600,3,3,1.000,0,2,.000,.900,0,0,0.0,1,4,5,5,3,1,1,2,9,18.5,.900,.600,.000,3.0,11.9,7.5,18.1,4.1,2.5,16.7,7.3,0.0,0.1,0.1,0.2,.227,0.0,1.5,4.7,6.2,0.1
Paul Reed,C,22,PHI,14,2,137,18,35,.514,0,3,.000,18,32,.563,.514,0,0,0.0,16,22,38,8,9,9,6,21,36,15.9,.514,.086,.000,12.8,17.5,15.2,8.6,3.3,5.9,14.6,13.5,0.0,0.1,0.2,0.4,.128,0.0,-2.4,0.7,-1.7,0.0
Naz Reid,C,22,MIN,22,1,366,76,153,.497,20,54,.370,56,99,.566,.562,31,44,.705,29,51,80,16,12,21,17,55,203,19.1,.589,.353,.288,7.9,15.2,11.3,7.3,1.6,5.5,9.0,21.5,0.0,0.8,0.5,1.3,.167,0.0,0.9,0.4,1.3,0.3
Nick Richards,C,24,CHO,21,3,188,31,44,.705,0,0,0.0,31,44,.705,.705,13,16,.813,21,24,45,6,4,13,12,30,75,17.6,.735,.000,.364,11.4,14.0,12.6,4.5,1.0,6.5,19.0,14.2,0.0,0.5,0.1,0.6,.147,0.0,-1.5,-0.4,-2.0,0.0
Josh Richardson,SG,28,BOS,19,0,458,66,142,.465,20,59,.339,46,83,.554,.535,24,30,.800,10,41,51,25,11,9,13,36,176,12.3,.567,.415,.211,2.3,9.7,6.0,8.3,1.2,1.9,7.7,16.2,0.0,0.5,0.4,0.9,.098,0.0,-1.1,-0.5,-1.6,0.1
Austin Rivers,SG,29,DEN,18,3,314,27,78,.346,13,48,.271,14,30,.467,.429,3,6,.500,7,19,26,14,9,2,10,22,70,4.7,.434,.615,.077,2.5,6.7,4.6,6.0,1.4,0.6,11.0,13.0,0.0,-0.3,0.2,-0.1,-0.013,0.0,-5.3,-0.9,-6.3,-0.3
Duncan Robinson,SG,27,MIA,25,25,704,95,258,.368,72,217,.332,23,41,.561,.508,11,15,.733,8,79,87,35,20,6,21,71,273,9.2,.516,.841,.058,1.3,12.4,6.9,7.4,1.4,0.9,7.4,18.0,0.0,0.2,0.7,0.8,.057,0.0,-1.2,-0.3,-1.5,0.1
Justin Robinson,PG,24,MIL,17,0,198,18,57,.316,10,37,.270,8,20,.400,.404,2,2,1.000,2,11,13,21,8,0,11,17,48,4.7,.415,.649,.035,1.1,5.6,3.4,14.3,2.0,0.0,16.0,14.9,0.0,-0.2,0.2,0.0,-0.011,0.0,-5.6,-1.8,-7.5,-0.3
Mitchell Robinson,C,23,NYK,21,20,531,60,80,.750,0,0,0.0,60,80,.750,.750,28,46,.609,69,99,168,15,10,37,13,57,148,18.7,.738,.000,.575,13.8,19.8,16.8,4.1,0.9,6.6,11.5,9.3,0.0,1.6,0.6,2.3,.205,0.0,0.1,0.2,0.3,0.3
Jeremiah Robinson-Earl,C,21,OKC,23,16,504,61,146,.418,24,71,.338,37,75,.493,.500,11,17,.647,40,94,134,20,13,7,20,33,157,11.6,.511,.486,.116,7.9,19.4,13.5,6.2,1.3,1.3,11.5,14.8,0.0,0.2,0.5,0.6,.059,0.0,-1.9,-1.4,-3.3,-0.2
Isaiah Roby,PF,23,OKC,12,1,160,31,59,.525,5,15,.333,26,44,.591,.568,14,17,.824,12,21,33,10,3,5,8,15,81,18.5,.609,.254,.288,7.5,13.6,10.5,11.1,0.9,3.0,10.7,20.1,0.0,0.3,0.1,0.5,.139,0.0,0.6,-1.2,-0.6,0.1
Rajon Rondo,PG,35,LAL,14,0,208,20,63,.317,7,25,.280,13,38,.342,.373,0,0,0.0,8,26,34,50,11,3,23,20,47,7.8,.373,.397,.000,4.1,13.0,8.6,31.7,2.5,1.3,26.7,17.6,0.0,-0.4,0.2,-0.1,-0.032,0.0,-4.5,-0.7,-5.2,-0.2
Derrick Rose,PG,33,NYK,21,1,496,100,220,.455,31,76,.408,69,144,.479,.525,28,29,.966,16,44,60,78,18,12,32,13,259,19.0,.556,.345,.132,3.4,9.4,6.4,26.3,1.8,2.3,12.1,23.4,0.0,0.9,0.3,1.3,.122,0.0,3.1,-0.7,2.3,0.5
Terrence Ross,SG,30,ORL,24,0,589,83,212,.392,32,108,.296,51,104,.490,.467,40,50,.800,6,46,52,47,12,4,37,28,238,9.0,.509,.509,.236,1.1,8.3,4.7,12.7,1.0,0.6,13.7,19.8,0.0,-0.3,0.1,-0.2,-0.013,0.0,-2.7,-2.7,-5.4,-0.5
Terry Rozier,SG,27,CHO,19,19,626,124,289,.429,49,140,.350,75,149,.503,.514,40,46,.870,12,55,67,68,25,10,26,26,337,16.4,.545,.484,.159,2.0,9.6,5.7,15.9,1.9,1.5,7.8,22.6,0.0,0.9,0.2,1.0,.079,0.0,1.5,-1.1,0.4,0.4
Ricky Rubio,PG,31,CLE,25,5,729,111,309,.359,47,135,.348,64,174,.368,.435,64,76,.842,11,90,101,155,29,4,68,55,333,13.2,.486,.437,.246,1.7,13.2,7.5,32.7,2.0,0.5,16.6,24.6,0.0,0.0,1.0,1.0,.066,0.0,-0.8,-0.5,-1.3,0.1
D'Angelo Russell,PG,25,MIN,21,21,686,138,361,.382,60,186,.323,78,175,.446,.465,63,76,.829,10,71,81,135,18,16,56,46,399,16.0,.506,.515,.211,1.4,11.3,6.1,32.4,1.3,2.2,12.4,27.3,0.0,0.7,0.6,1.3,.093,0.0,2.0,-1.0,1.0,0.5
Domantas Sabonis,C,25,IND,26,25,886,178,311,.572,19,68,.279,159,243,.654,.603,89,117,.761,83,229,312,106,30,9,82,88,464,21.7,.640,.219,.376,10.4,27.9,19.3,18.8,1.7,0.9,18.4,21.8,0.0,2.2,1.2,3.4,.186,0.0,2.6,0.7,3.3,1.2
Tomáš Satoranský,SG,30,NOP,21,3,322,22,65,.338,3,14,.214,19,51,.373,.362,12,16,.750,13,31,44,43,7,0,15,27,59,6.4,.409,.215,.246,4.2,10.8,7.4,18.4,1.1,0.0,17.2,11.5,0.0,-0.1,0.0,-0.1,-0.008,0.0,-5.3,-1.5,-6.8,-0.4
Dennis Schröder,SG,28,BOS,24,15,798,150,340,.441,39,112,.348,111,228,.487,.499,82,92,.891,16,71,87,117,23,1,63,55,421,15.4,.553,.329,.271,2.1,9.6,5.8,24.0,1.4,0.1,14.2,24.4,0.0,0.9,0.6,1.5,.091,0.0,-0.3,-1.7,-2.0,0.0
Jay Scrubb,SG,21,LAC,7,0,48,11,26,.423,4,12,.333,7,14,.500,.500,1,2,.500,0,4,4,4,1,2,1,3,27,14.7,.502,.462,.077,0.0,8.6,4.4,14.3,1.0,3.6,3.6,25.3,0.0,0.0,0.1,0.1,.071,0.0,-1.6,-1.8,-3.3,0.0
Wayne Selden,SG,27,NYK,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.0,-8.5,-3.0,-11.6,0.0
Alperen Şengün,C,19,HOU,22,2,395,63,129,.488,10,27,.370,53,102,.520,.527,54,77,.701,31,69,100,58,25,14,40,66,190,18.3,.583,.209,.597,8.4,18.3,13.4,23.4,3.0,3.3,19.7,21.7,0.0,0.5,0.6,1.2,.141,0.0,-0.5,2.1,1.6,0.4
Collin Sexton,SG,23,CLE,11,11,316,68,151,.450,11,45,.244,57,106,.538,.487,29,39,.744,13,23,36,23,10,0,31,25,176,11.9,.523,.298,.258,4.5,7.8,6.2,12.4,1.6,0.0,15.6,27.5,0.0,-0.2,0.3,0.1,.014,0.0,-3.0,-2.0,-5.1,-0.2
Landry Shamet,SG,24,PHO,23,3,455,56,149,.376,42,104,.404,14,45,.311,.517,25,30,.833,5,52,57,39,6,2,12,26,179,11.2,.552,.698,.201,1.2,11.7,6.6,11.3,0.6,0.4,6.9,16.6,0.0,0.5,0.5,1.0,.103,0.0,0.0,-1.1,-1.0,0.1
Day'Ron Sharpe,PF,20,BRK,8,0,36,9,17,.529,1,3,.333,8,14,.571,.559,2,5,.400,8,9,17,0,2,2,6,4,21,19.3,.547,.176,.294,24.6,25.2,24.9,0.0,2.7,4.9,23.8,30.9,0.0,-0.1,0.1,0.0,.033,0.0,-2.6,-2.0,-4.6,0.0
Pascal Siakam,PF,27,TOR,13,13,434,92,197,.467,16,48,.333,76,149,.510,.508,48,63,.762,25,67,92,48,9,11,28,45,248,19.0,.552,.244,.320,5.9,17.8,11.5,18.1,1.0,2.5,11.1,25.0,0.0,0.9,0.3,1.2,.132,0.0,2.1,-0.7,1.4,0.4
Marko Simonovic,C,22,CHI,2,0,8,0,1,.000,0,1,.000,0,0,0.0,.000,1,2,.500,0,1,1,0,0,0,1,0,1,-7.0,.266,1.000,2.000,0.0,13.5,6.8,0.0,0.0,0.0,34.7,15.8,0.0,0.0,0.0,0.0,-0.248,0.0,-13.7,-4.2,-17.9,0.0
Anfernee Simons,SG,22,POR,22,3,505,100,218,.459,45,118,.381,55,100,.550,.562,18,19,.947,11,47,58,48,10,4,25,35,263,15.3,.581,.541,.087,2.4,10.4,6.3,15.0,1.0,0.7,9.9,21.6,0.0,0.8,0.0,0.8,.079,0.0,1.3,-2.0,-0.7,0.2
Jericho Sims,PF,23,NYK,8,0,54,3,3,1.000,0,0,0.0,3,3,1.000,1.000,3,4,.750,2,12,14,0,2,3,2,4,9,11.9,.945,.000,1.333,3.9,23.6,13.8,0.0,1.8,5.2,29.6,5.5,0.0,0.1,0.1,0.1,.123,0.0,-3.0,3.0,-0.1,0.0
Javonte Smart,PG,22,MIL,2,0,38,5,10,.500,1,4,.250,4,6,.667,.550,3,4,.750,3,4,7,4,0,0,2,3,14,13.3,.595,.400,.400,8.4,10.6,9.5,15.0,0.0,0.0,14.5,15.5,0.0,0.1,0.0,0.1,.131,0.0,-2.2,-0.5,-2.7,0.0
Marcus Smart,PG,27,BOS,24,24,825,93,235,.396,34,114,.298,59,121,.488,.468,47,61,.770,13,78,91,133,51,7,47,56,267,13.0,.510,.485,.260,1.7,10.2,5.9,23.5,3.1,0.8,15.2,16.5,0.0,0.5,1.1,1.6,.091,0.0,-2.1,1.5,-0.7,0.3
Dennis Smith Jr.,PG,24,POR,14,2,232,29,71,.408,5,16,.313,24,55,.436,.444,17,25,.680,5,25,30,45,20,4,23,18,80,13.7,.488,.225,.352,2.3,12.1,7.1,27.4,4.2,1.6,21.9,19.7,0.0,-0.1,0.2,0.2,.034,0.0,-2.6,1.3,-1.3,0.0
Ish Smith,PG,33,CHO,18,1,245,40,96,.417,3,6,.500,37,90,.411,.432,3,8,.375,2,21,23,44,8,4,16,13,86,9.6,.432,.063,.083,0.8,9.4,5.0,25.1,1.6,1.5,13.9,19.9,0.0,-0.2,0.0,-0.2,-0.036,0.0,-3.8,-2.3,-6.1,-0.3
Jalen Smith,PF,21,PHO,7,0,36,7,14,.500,0,2,.000,7,12,.583,.500,6,7,.857,4,11,15,0,1,1,1,3,20,21.8,.585,.143,.500,12.0,31.2,21.9,0.0,1.3,2.4,5.5,21.7,0.0,0.1,0.1,0.2,.230,0.0,1.2,-1.2,0.0,0.0
Tony Snell,SG,30,POR,19,3,230,13,40,.325,9,31,.290,4,9,.444,.438,1,1,1.000,2,26,28,12,4,3,4,17,36,4.7,.445,.775,.025,0.9,12.7,6.7,6.7,0.9,1.2,9.0,8.4,0.0,0.0,0.0,0.0,-0.001,0.0,-4.0,-0.8,-4.8,-0.2
Jaden Springer,SG,19,PHI,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,0.0,-5.9,-4.5,-10.4,0.0
Lamar Stevens,PF,24,CLE,15,0,158,17,46,.370,6,16,.375,11,30,.367,.435,4,7,.571,10,14,24,4,4,4,6,18,44,6.8,.448,.348,.152,7.0,9.5,8.2,3.6,1.3,2.2,10.9,15.2,0.0,-0.1,0.2,0.1,.027,0.0,-4.6,-0.2,-4.8,-0.1
Isaiah Stewart,C,20,DET,21,21,531,70,128,.547,1,11,.091,69,117,.590,.551,16,23,.696,52,116,168,23,8,26,22,52,157,14.2,.568,.086,.180,9.8,25.7,17.1,7.1,0.7,4.4,13.7,12.9,0.0,0.6,0.6,1.1,.100,0.0,-2.7,-0.5,-3.2,-0.2
Max Strus,SF,25,MIA,18,0,364,52,116,.448,34,84,.405,18,32,.563,.595,11,16,.688,5,50,55,15,8,2,12,25,149,12.2,.605,.724,.138,1.6,15.2,8.5,6.2,1.1,0.6,8.9,16.4,0.0,0.4,0.3,0.8,.103,0.0,0.3,-0.1,0.2,0.2
Jalen Suggs,PG,20,ORL,21,21,583,87,257,.339,26,102,.255,61,155,.394,.389,58,76,.763,16,55,71,75,24,9,67,58,258,7.7,.444,.397,.296,2.9,10.0,6.4,20.8,2.0,1.4,18.7,26.4,0.0,-1.4,0.4,-1.1,-0.088,0.0,-4.7,-2.0,-6.8,-0.7
Jae'Sean Tate,SF,26,HOU,23,23,649,113,225,.502,17,62,.274,96,163,.589,.540,43,55,.782,48,103,151,63,18,16,46,76,286,15.2,.574,.276,.244,7.9,16.6,12.3,15.8,1.3,2.3,15.6,19.2,0.0,0.8,0.6,1.4,.102,0.0,-1.1,-0.3,-1.4,0.1
Jayson Tatum,SF,23,BOS,25,25,909,224,542,.413,70,209,.335,154,333,.462,.478,120,146,.822,28,191,219,92,22,19,65,61,638,19.4,.526,.386,.269,3.3,22.7,12.9,18.3,1.2,2.0,9.7,32.5,0.0,0.8,1.2,1.9,.101,0.0,2.2,-0.9,1.3,0.8
Garrett Temple,SG,35,NOP,24,9,458,45,116,.388,25,69,.362,20,47,.426,.496,19,24,.792,17,51,68,26,23,14,20,43,134,10.7,.529,.595,.207,3.9,12.5,8.0,8.2,2.5,2.9,13.6,13.7,0.0,0.2,0.3,0.5,.053,0.0,-2.4,0.2,-2.3,0.0
Daniel Theis,C,29,HOU,17,15,388,54,110,.491,16,51,.314,38,59,.644,.564,18,24,.750,18,64,82,14,7,9,21,42,142,11.0,.589,.464,.218,5.0,17.3,11.2,5.6,0.9,2.2,14.8,15.4,0.0,0.2,0.3,0.5,.067,0.0,-2.2,-1.0,-3.2,-0.1
Brodric Thomas,SG,25,BOS,2,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,0,-6.0,0.0,0.0,0.0,53.2,0.0,26.8,0.0,0.0,0.0,100.0,22.0,0.0,0.0,0.0,0.0,-0.423,0.0,-9.6,-11.2,-20.7,0.0
Cameron Thomas,SG,20,BRK,17,0,188,26,73,.356,5,31,.161,21,42,.500,.390,11,15,.733,3,20,23,12,6,3,4,6,68,8.9,.427,.425,.205,1.8,10.7,6.4,9.2,1.5,1.4,4.8,19.6,0.0,-0.2,0.2,0.0,.006,0.0,-3.7,-0.9,-4.6,-0.1
Matt Thomas,SG,27,CHI,8,0,49,5,19,.263,2,9,.222,3,10,.300,.316,0,0,0.0,0,5,5,0,2,1,0,3,12,1.9,.316,.474,.000,0.0,11.0,5.6,0.0,2.0,1.8,0.0,17.0,0.0,-0.1,0.1,-0.1,-0.082,0.0,-7.6,-0.6,-8.2,-0.1
Tristan Thompson,PF,30,SAC,16,0,221,36,69,.522,0,0,0.0,36,69,.522,.522,19,34,.559,38,49,87,10,5,6,11,27,91,18.1,.542,.000,.493,18.1,23.2,20.6,6.8,1.1,2.3,11.6,18.2,0.0,0.4,0.2,0.6,.138,0.0,0.0,-1.4,-1.3,0.0
JT Thor,PF,19,CHO,4,0,35,3,8,.375,1,5,.200,2,3,.667,.438,1,2,.500,0,4,4,2,0,1,0,4,8,5.6,.450,.625,.250,0.0,12.5,6.0,7.2,0.0,2.7,0.0,10.7,0.0,0.0,0.0,0.0,.007,0.0,-5.0,-2.2,-7.2,0.0
Matisse Thybulle,SG,24,PHI,17,5,427,40,77,.519,11,37,.297,29,40,.725,.591,6,6,1.000,9,34,43,19,33,22,17,37,97,12.2,.609,.481,.078,2.3,8.7,5.5,6.2,3.9,4.6,17.6,10.2,0.0,0.2,0.6,0.8,.093,0.0,-2.0,3.0,1.0,0.3
Killian Tillie,C,23,MEM,10,0,77,8,23,.348,4,13,.308,4,10,.400,.435,1,2,.500,5,3,8,2,4,5,3,9,21,8.6,.440,.565,.087,6.8,4.2,5.5,3.4,2.5,5.9,11.2,14.6,0.0,0.0,0.1,0.0,.016,0.0,-4.4,-1.7,-6.1,-0.1
